seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
30,"Renoir, Portrait of Victor Chocquet",雷诺阿：维克多·肖凯肖像,A,8.205,35.4,low,C–S,6.46,是,画中人和版本身份未经确认，可能改变其历史关联、稀缺性和现有等级依据。,否,缺HAM登录记录及雷诺阿作品总目录确认登录号、年代、作者、画中人身份和具体版本。,请核对HAM藏品库与雷诺阿作品总目录：本件的登录号、年代和版本为何，肖凯身份如何确认，与其他肖凯肖像相比质量及艺术史地位如何？,缺HAM登录记录及雷诺阿作品总目录确认登录号、年代、作者、画中人身份和具体版本。；缺雷诺阿所作肖凯肖像的存世清单、版本关系及本件质量比较。；缺可靠学术文献确认肖凯身份及其与塞尚和印象派社群的具体赞助关系。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
31,"Van Gogh, Snow‑Covered Field with a Harrow",梵高：带耙的雪地,A,7.984,37.0,low,C–S,6.30,是,欧韦晚期及生命最后阶段的定位是当前等级支点，但尚无权威对象记录确认。,否,缺HAM官方记录及梵高作品目录的F/JH编号，以确认登录号、准确日期、作者和欧韦题材。,请核对HAM藏品库与梵高作品目录：本件的登录号、F/JH编号、准确日期和作画地点为何，学界如何评价它在欧韦时期作品中的位置？,缺HAM官方记录及梵高作品目录的F/JH编号，以确认登录号、准确日期、作者和欧韦题材。；缺本件在梵高欧韦风景及生命最后阶段作品中的位置和质量比较。；缺HAM对本件馆藏地位及其与《献给高更的自画像》优先级关系的说明。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
32,"Monet, Charing‑Cross Bridge, Fog",莫奈：查令十字桥，雾中,A,8.549,37.0,medium,B–S,6.30,是,虽有外部登录号线索，但馆方对象匹配和系列版本地位仍属影响等级的未决事实。,否,缺HAM官方对象记录确认登录号1979.329与本题名、作者、日期和媒材的匹配。,HAM登录号1979.329的官方题名、日期和莫奈总目录编号为何；它在查令十字桥系列的存世版本中处于什么质量和馆藏地位？,缺HAM官方对象记录确认登录号1979.329与本题名、作者、日期和媒材的匹配。；缺莫奈作品总目录编号及本件在查令十字桥系列中的具体版本定位。；缺该系列存世数量及本件在构图、光色和质量方面的比较。；缺可靠来源、入藏经过及历次所有权记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
33,"Cézanne, Small Houses at Pontoise",塞尚：蓬图瓦兹小屋,A,7.599,37.0,low,C–A,4.73,是,作者和对象身份尚无馆方记录，创作阶段与重要性论断也未获学术资料支撑。,否,缺HAM官方记录确认作者、登录号、标准题名、媒材、尺寸和准确年代。,请核对HAM藏品库和塞尚作品总目录：《蓬图瓦兹小屋》的登录号、准确年代及目录编号为何，学界是否把它视为塞尚结构化空间发展的重要实例？,缺HAM官方记录确认作者、登录号、标准题名、媒材、尺寸和准确年代。；缺塞尚作品总目录编号及其所属蓬图瓦兹创作阶段的确认。；缺对象级研究说明本件建筑体量探索的创作史位置，并与其他蓬图瓦兹风景比较。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
34,"Matisse, Still‑Life with Oranges",马蒂斯：橙子静物,A,7.581,35.4,low,C–A,4.84,是,缺具体年代、总目录身份和比较材料，现有一般性风格描述不足以稳定支撑当前等级。,否,缺HAM登录记录及马蒂斯作品总目录确认登录号、准确年代、作者、媒材、尺寸和真伪著录。,HAM藏品库和马蒂斯作品总目录如何著录《橙子静物》的登录号与年代；它与马蒂斯其他橙子静物相比，在色彩和平面化发展中处于什么位置？,缺HAM登录记录及马蒂斯作品总目录确认登录号、准确年代、作者、媒材、尺寸和真伪著录。；缺其在马蒂斯色彩、平面化和装饰图式发展中的具体位置。；缺相近时期橙子静物的版本清单及本件质量比较。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
35,"Degas, Woman Combing her Hair",德加：梳发女子,A,7.700,35.4,low,C–A,4.84,是,具体对象和系列关系均未确认，而现有等级依赖其作为德加典型梳洗题材作品的地位。,否,缺HAM登录记录及德加作品总目录确认登录号、准确年代、媒材、尺寸、作者和具体对象身份。,请核对HAM藏品库与德加作品总目录：《梳发女子》的登录号、年代和媒材为何，它与德加其他梳发及沐浴题材作品属于何种系列或版本关系？,缺HAM登录记录及德加作品总目录确认登录号、准确年代、媒材、尺寸、作者和具体对象身份。；缺本件与德加其他梳发、沐浴及女性梳洗作品的系列和版本关系。；缺对象级学术研究评估其姿态、私密空间和性别观看议题的艺术史分量。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
36,"Renoir, Bather (Baigneuse)",雷诺阿：浴女（洗澡的女孩）,A,7.947,35.4,low,C–S,6.46,是,题名无法确定具体版本，且“馆藏核心”论断没有馆方证据；不同答案可能显著改变等级依据。,否,缺HAM登录记录及雷诺阿作品总目录确认登录号、准确年代、尺寸、媒材、作者及具体版本。,请核对HAM藏品库和雷诺阿作品总目录：本件《浴女》的登录号、年代和具体版本为何，在雷诺阿浴女序列中质量如何，HAM是否将其列为印象派收藏核心？,缺HAM登录记录及雷诺阿作品总目录确认登录号、准确年代、尺寸、媒材、作者及具体版本。；缺雷诺阿浴女作品的存世清单、年代序列、版本关系及本件质量比较。；缺HAM对本件在Fogg印象派收藏中的地位及其与肖凯肖像优先级的说明。；缺可靠来源、韦特海姆收藏归属及具体入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
37,"Whistler, Nocturne in Blue and Silver",惠斯勒：蓝银夜曲,A,7.727,42.2,high,A,2.51,,,否,缺哈佛官方对象页的尺寸、完整媒材与技术记录,检索哈佛馆藏号1943.176：馆方记录的完整题名、尺寸、媒材、来源及展览出版史是什么？,缺哈佛官方对象页的尺寸、完整媒材与技术记录；缺可靠的来源、入藏、重要展览与出版记录,basic_identification=full date_period=full maker_culture=full historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
38,"Thomas Eakins, Portrait of Professor Benjamin Rand",伊金斯：本杰明·兰德教授肖像,A,7.824,35.4,low,C–A,4.84,是,具体对象及馆藏身份未获权威确认；若作品归属或所指对象不同，Tier可能显著变化。,否,缺哈佛官方记录确认该肖像的馆藏号、归属与在藏状态,哈佛馆藏数据库是否收录伊金斯《本杰明·兰德教授肖像》？若收录，其馆号、年代、归属及作品目录编号是什么？,缺哈佛官方记录确认该肖像的馆藏号、归属与在藏状态；缺伊金斯作品目录对该作身份、年代及生涯位置的认定；缺本杰明·兰德身份及委托背景的权威资料；缺可靠的来源、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
39,"Gilbert Stuart, George Washington (Athenaeum type copy)",吉尔伯特·斯图尔特：华盛顿肖像（雅典娜版本摹本）,B,6.367,43.2,low,C–A,4.26,是,作品归属类型未定；不同答案会直接改变原创性、稀缺性及Tier依据。,,缺权威来源判定其为亲笔复本、工作室作品或后世摹本,哈佛官方记录及吉尔伯特·斯图尔特作品目录如何界定本件：亲笔复本、工作室作品还是后世摹本？,缺权威来源判定其为亲笔复本、工作室作品或后世摹本；缺具体年代及其与雅典娜原型关系的技术和目录证据；缺雅典娜型复本数量及本件稀缺性的比较资料；缺可靠的来源、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
