seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
29,"Valerie Hagerty, Shipwrecked Armoire with Barnacles",瓦莱丽·哈格蒂：附藤壶沉船主题立柜,A,7.415,27.6,low,C–A,5.43,是,当前等级主要依赖“标志性”和“组内居首”等无外部出处的评价，需补充PEM对象记录及作品出版、展览与评论资料。,否,缺艺术家或学术出版物对该作在哈格蒂创作中的位置说明,PEM对象记录及瓦莱丽·哈格蒂的出版资料是否将《Shipwrecked Armoire with Barnacles》列为代表作，其创作年代、展览史和购藏经过是什么？,缺PEM馆方对象记录，包括藏号、年代、材料、尺寸与购藏信息；缺艺术家或学术出版物对该作在哈格蒂创作中的位置说明；缺PEM将其认定为标志性当代作品的直接说明；缺展览、出版、借展与评论记录；缺安装方式、现场图像及观众尺度资料,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
30,1803 ship‑wreck calendar stick,1803海难记事刻木杖,A,7.485,40.6,low,C–S,5.94,是,当前等级的主要价值来源是尚无同期档案或专业释读支撑的幸存记事故事，必须优先核实对象身份、事件关联与来源。,否,缺证明刻痕用于记录幸存天数的同期档案或专业释读,PEM及塞勒姆航海档案能否以藏号、幸存者记录和1803年航海文书确认这根木杖的船难事件、刻痕含义及入藏来源？,缺PEM藏号、正式名称、尺寸、材质及刻痕记录；缺1803年海难的船名、地点、幸存者及航次资料；缺证明刻痕用于记录幸存天数的同期档案或专业释读；缺该木杖的所有权、取得及入藏经过；缺同类海难记事器物的存世数量与比较研究,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
31,Tahitian carved war club,塔希提雕花战棒,B,7.150,40.6,low,C–A,4.45,是,当前B档依赖未核实的早期航行来源和等级判断；可靠来源或文化鉴定可能使其跨档。,,缺塞勒姆航次、船长或采集者、取得地点及入藏记录,PEM早期航海与入藏档案能否确认这件塔希提战棒由哪次航行、哪位采集者在何处取得，并说明其具体年代和文化等级？,缺PEM藏号、正式定年、当地器名、材质与尺寸；缺塞勒姆航次、船长或采集者、取得地点及入藏记录；缺塔希提文化归属、用途及礼仪或身份等级的专业鉴定；缺“非王室顶级例证”判断的比较依据；缺同类战棒的存世、年代与雕工比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
32,Fiji carved spirit figure,斐济祖先神灵木雕,A,8.035,42.2,low,C–S,5.78,是,对象的文化身份、功能、年代与早期采集史均未获可指认来源验证，而这些正是当前重要性和PEM关联判断的核心。,否,缺PEM藏号、正式定年、斐济具体社群归属及当地名称,PEM档案及斐济艺术研究如何确认这件木雕的藏号、当地名称、具体社群、仪式功能和制作年代，并能否追溯到某次新英格兰航行？,缺PEM藏号、正式定年、斐济具体社群归属及当地名称；缺其究竟表现祖先、神灵或其他存在的功能鉴定；缺新英格兰航次、采集者、取得地点和入藏记录；缺同类斐济人像的存世量、年代与质量比较；缺PEM或学术出版物对该件馆藏地位的说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
33,New Zealand Māori carved treasure box (waka huia),毛利雕花珍宝木盒waka huia,A,7.450,27.6,low,C–A,5.43,是,当前等级依赖未经验证的雕工质量和类别代表性，且缺少年代、部族归属、来源及馆方对象记录。,否,缺毛利具体部族、地区、雕刻传统或制作者归属,PEM馆藏记录能否确认这件waka huia的年代、部族或地区归属和来源，并与新西兰国家博物馆及大英博物馆已发表实例比较雕工等级？,缺PEM藏号、制作年代、尺寸、材质和保存状况；缺毛利具体部族、地区、雕刻传统或制作者归属；缺可靠的来源、原持有人、采集与入藏记录；缺与已发表waka huia在年代、构图和雕工上的比较；缺PEM对其是否为毛利收藏代表作的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
34,Chinese export gouache painting set of trades,中国外销水粉百工图组画,A,7.710,43.2,low,C–A,4.26,是,其与PEM外销艺术身份的类别关联成立，但当前等级所依赖的年代、规模、完整性和独特性均缺少对象级外部证据。,否,缺PEM藏号、画幅数量、尺寸、装帧方式及完整性记录,PEM馆藏记录中这套百工图共有多少幅、是否完整、何时何地制作并由谁购入，其规模与其他已发表广州百工图系列相比如何？,缺PEM藏号、画幅数量、尺寸、装帧方式及完整性记录；缺制作年代、广州作坊或画师归属及图像母本研究；缺各行业图像的题名、排序和内容释读；缺委托者、外销路径、原持有人及入藏记录；缺与PEM及其他机构完整百工图系列的比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
35,Canton painted fan for western lady,广州外销西洋女士彩绘折扇,B,7.100,35.4,low,C–A,4.84,是,当前B档的消费史意义取决于未经证实的美国女性客户身份；若档案证实或否定该关系，均可能跨档。,,缺证明其为美国女性客户订制的姓名、铭文、订单或家族档案,PEM入藏档案、扇面铭文或塞勒姆家族文件能否确认这把折扇的美国女性客户、订制年代、广州作坊及流传路径？,缺PEM藏号、制作年代、尺寸、材质鉴定与保存状况；缺广州具体作坊、画师或生产中心的归属资料；缺证明其为美国女性客户订制的姓名、铭文、订单或家族档案；缺可靠的流传、取得及入藏记录；缺与同类广州外销扇在工艺、图像和稀缺性上的比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
36,Spilum portrait of Chinese merchant,斯波伦绘制中国商人肖像,A,8.075,43.2,low,C–S,5.68,是,当前A等级主要依赖未核实的作者归属、被摄者身份、题材稀缺性及馆藏定位，需先完成对象识别和权威来源核验。,否,缺PEM藏号、正式题名、年代、尺寸及史贝霖归属依据,PEM馆藏档案及史贝霖研究能否确认这幅肖像的归属、年代和被摄商人身份，并统计其已知作品中中国被摄者肖像的数量？,缺PEM藏号、正式题名、年代、尺寸及史贝霖归属依据；缺被摄中国商人的姓名、身份及与广州贸易的关系；缺委托背景、早期所有者、外销路径及入藏记录；缺史贝霖已知肖像作品目录及中国被摄者数量比较；缺PEM或学术出版物对该作馆藏地位和艺术质量的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
37,Mughal painted manuscript leaf,莫卧儿细密画册页,B,7.175,34.4,low,C–A,4.92,是,当前依据中的“高质量”“组内最高”和贸易路线来源均未获可靠资料支撑，核实作品身份与出处后可能跨 Tier。,,缺PEM正式馆藏记录及可核验的作品身份,PEM档案或已出版图录能否确认该册页的登录号、原手稿归属、具体年代、画师或作坊及其塞勒姆贸易来源？,缺PEM正式馆藏记录、登录号与完整题名；缺具体断代、画师或作坊及原手稿或画册归属；缺经塞勒姆贸易路线入藏的可靠 provenance 记录；缺与其他莫卧儿册页的画工、品相及稀缺性比较；缺PEM对该作馆藏地位及类别代表性的说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
38,"Sinhalese ivory combs, export set",斯里兰卡外销象牙梳子套件,B,7.175,27.6,low,C–A,5.43,是,当前判断依赖“成套完整”“工艺最高”和为欧美客户订制等未核实说法，关键证据可能导致跨 Tier。,,缺套件原配性及外销 provenance 的证明,PEM档案能否确认该套梳具的登录号、年代、件数、原配性和外销委托记录，V&A及大英博物馆目录中有多少可比完整套件？,缺PEM登录号、正式题名及套件所含件数；缺制作年代、产地、作坊及象牙材质鉴定；缺各梳具原配成套及保存完整性的证明；缺欧洲或美国客户委托及后续入藏的 provenance；缺其他公藏斯里兰卡完整象牙梳套件的数量比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
