seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
33,New Zealand Māori carved treasure box (waka huia),毛利雕花珍宝木盒waka huia,A,7.969,43.2,low,C–A,4.26,是,对象尚未核验，且年代、雕工与类型代表性可能决定其属于A、B或更低范围。,否,缺PEM藏号、正式题名、制作年代、材质、尺寸、保存状况与对象记录。,PEM大洋洲登记册或出版物中哪件waka huia可对应此描述；其藏号、年代、部族或地区风格以及与已发表同类的雕工比较是什么？,缺PEM藏号、正式题名、制作年代、材质、尺寸、保存状况与对象记录。；缺毛利具体部族、地区、雕刻传统或制作者归属的专业鉴定。；缺与已发表waka huia在年代、构图、雕工和稀缺性上的系统比较。；缺PEM是否将其列为毛利收藏代表作或优先展示对象的说明。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
34,Chinese export gouache painting set of trades,中国外销水粉百工图组画,A,7.513,43.2,low,C–A,4.26,是,对象身份与组画完整性未明；若只是零散或较晚的常见系列，当前等级依据可能不成立。,否,缺PEM藏号、正式题名、画幅数量、尺寸、装帧、完整性与对象记录。,PEM中国外销绘画登记或图录中是否有一套百工水粉画；其藏号、画幅数、年代、完整性及与其他机构完整系列的比较结果是什么？,缺PEM藏号、正式题名、画幅数量、尺寸、装帧、完整性与对象记录。；缺制作年代、广州作坊或画师归属及图像母本关系的研究。；缺与PEM及其他机构百工图组画在规模、完整性、年代和质量上的比较。；缺原委托者、外销路径和入藏记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
35,Canton painted fan for western lady,广州外销西洋女士彩绘折扇,A,7.492,48.4,low,C–A,3.87,是,对象尚未核验，且美国女性订制这一核心跨文化叙事若不成立，当前等级可能下降。,否,缺证明其为美国女性客户订制的姓名、铭文、订单、通信或家族档案。,PEM外销艺术登记册中哪件广州彩绘折扇可对应此描述；是否有铭文、订单或家族档案证明美国女性客户身份，并如何评价其工艺与稀缺性？,缺PEM藏号、正式题名、制作年代、尺寸、材质鉴定、保存状况与对象记录。；缺证明其为美国女性客户订制的姓名、铭文、订单、通信或家族档案。；缺广州具体作坊或生产中心归属及与同类外销扇在工艺、图像和稀缺性上的比较。；缺该扇进入PEM前后的完整流传与入藏记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
36,Spilum portrait of Chinese merchant,斯波伦绘制中国商人肖像,A,8.239,43.2,low,C–S,5.68,是,作者归属、被绘者身份和题材稀缺性均未核实；任一结论不同都可能显著改变Tier。,否,缺PEM藏号、正式题名、年代、尺寸、材料及Spilum作者归属依据。,PEM中国外销绘画登记或Spilum作品目录中是否有这件中国商人肖像；其藏号、归属依据、被绘者身份及同类中国商人肖像数量是什么？,缺PEM藏号、正式题名、年代、尺寸、材料及Spilum作者归属依据。；缺被绘中国商人的姓名、身份及其与广州贸易关系的档案证据。；缺Spilum已知肖像作品目录及其中中国商人被绘者数量，以验证题材稀缺性。；缺PEM或学术出版物对该作艺术质量、馆藏地位及外销绘画代表性的说明。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
37,Mughal painted manuscript leaf,莫卧儿细密画册页,A,7.200,42.2,low,C–A,4.34,是,对象身份不可核验，且A档所依赖的莫卧儿归属、品质和贸易来源均缺外部证据。,否,缺PEM正式馆藏记录、登录号及可核验题名,PEM馆藏账册或已出版图录中，哪条记录可对应这件册页，其登录号、正式题名、断代、画师或作坊及入藏来源为何？,缺PEM正式馆藏记录、登录号及可核验题名；缺精确断代、画师或作坊及原手稿归属；缺“经塞勒姆贸易路线入藏”的可靠记录；缺与已编目莫卧儿册页的画工、品相及稀缺性比较；缺PEM是否将其列为南亚收藏代表作的说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
38,"Sinhalese ivory combs, export set",斯里兰卡外销象牙梳子套件,A,7.495,35.4,low,C–A,4.84,是,对象身份与原配套件性质均不可核验，且外销属性和稀缺性直接支撑当前A档。,否,缺PEM正式记录、登录号、正式题名及套件件数,PEM账册或亚洲外销艺术图录中是否有可对应的斯里兰卡象牙梳记录，其登录号、年代、套件件数及欧美外销属性依据是什么？,缺PEM正式记录、登录号、正式题名及套件件数；缺制作年代、具体产地及象牙材质鉴定；缺各梳具原配成套及保存完整性的证据；缺证明其为欧美市场外销品的同期记录或编目依据；缺其他公藏斯里兰卡完整象牙梳套件的数量比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
39,Edo period noblewoman palanquin (onna norimono),江户贵族女子轿舆,A,8.426,47.4,high,A,3.71,,,否,缺E37812原主人、具体使用阶层及使用史,PEM的E37812对象档案、入藏账册或日本艺术图录是否注明其原主人、使用阶层、入藏来源、尺寸及保存状况？,缺E37812原主人、具体使用阶层及使用史；缺入藏日期、捐赠者或购藏来源记录；缺尺寸、保存状况及实际展陈记录；缺美国公藏女性轿舆的数量及比较资料,basic_identification=full date_period=full maker_culture=full historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
40,18‑century Japanese dragonfly‑design kabuto helmet,18世纪蜻蜓纹饰武士兜头盔,A,7.852,52.6,high,A,1.71,,,否,缺该作在寺田忠丰作品中的位置与比较,PEM的E7559完整对象记录及1904年Weld捐赠目录如何命名和描述该兜，其尺寸、结构材质及寺田忠丰作品比较为何？,缺E7559完整官方器名及结构材质记录；缺尺寸、保存状况及修复记录；缺该作在寺田忠丰作品中的位置与比较；缺蜻蜓母题及螺钿装饰的学术分析；缺PEM武具藏品及公藏同类器的比较,basic_identification=full date_period=full maker_culture=full historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=full visual_experiential=partial relational_spatial=na
41,Japanese ukiyo‑e complete Hokusai print set partial,葛饰北斋浮世绘组画残套,A,7.377,35.4,low,C–A,4.84,是,身份与归属未核验，并存在“完整”与“残套”的明显矛盾，答案不同可能使当前A档大幅变化。,否,缺PEM正式记录、系列名称、各张登录号及现存张数,PEM版画账册中哪些登录号对应这组北斋版画，其准确系列名称、现存张数、版元与版次是什么，并为何同时被称为完整组画和残套？,缺PEM正式记录、系列名称、各张登录号及现存张数；缺“完整组画”与“残套”矛盾的编目解释；缺北斋归属、版元、初版年代及版次或状态鉴定；缺各张印刷质量、褪色、裁切及保存状况报告；缺来源史、入藏记录及实际轮换展出记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
42,Hiroshige Tokaido set partial,歌川广重东海道五十三次部分版画,A,7.484,37.0,low,C–A,4.73,是,具体版本与对象身份未核验，而版元、版次和印况正是区分普通印本与重要藏品的关键。,否,缺《东海道五十三次》的具体版本、版元与年代,PEM版画账册中哪些登录号对应这些广重作品，它们属于哪一版《东海道五十三次》，由何版元刊行、现存几张、各为何种版次或状态？,缺PEM正式记录、各画面题名、登录号及现存张数；缺《东海道五十三次》的具体版本、版元与年代；缺广重归属及各张版次或状态鉴定；缺印刷质量、色彩、裁切及保存状况报告；缺来源史及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
