来源表,来源行,子集,Tier,展品名称,原因码
B,68,ext·wikidata,B,Christ in Majesty（http://www.wikidata.org/.well-known/genid/d550bf7330f114d32f8b605417d1bd,NO_MATCH_FOUND
B,69,ext·wikidata,B,"Shaka, the Historical Buddha, Preaching on Vulture Peak（http://www.wikidata.org/.well-know",NO_MATCH_FOUND
B,70,ext·wikidata,B,Izanami and Izanagi Creating the Japanese Islands（小林永濯，1880-01-01）,NO_MATCH_FOUND
B,71,ext·wikidata,B,Sugawara no Michizane Praying on Mount Tenpai（小林永濯，1800-01-01）,NO_MATCH_FOUND
B,73,ext·wikidata,B,Polonaise carpet (MFA Boston 17.603)（http://www.wikidata.org/.well-known/genid/b417e684177,NO_MATCH_FOUND
B,75,ext·wikidata,B,Hirosaki Castle（吉田博，1935-01-01）,NO_MATCH_FOUND
B,76,ext·wikidata,B,The Departure of the Pilgrim Fathers from Delfshaven on their Way to America（Adam Willaert,NO_MATCH_FOUND
B,78,ext·wikidata,B,Woman's Tailor（雷梅迪奧斯•瓦羅，1957-01-01，油彩）,NO_MATCH_FOUND
B,79,ext·wikidata,B,La Vicuña（Cecilia Vicuña，1977-01-01，油彩）,NO_MATCH_FOUND
B,81,ext·wikidata,B,Dispersed Bhagavata Purana（1520-01-01）,NO_MATCH_FOUND
B,83,ext·wikidata,B,The Tea Party.（Henry Sargent，1824-01-01，油彩）,NO_MATCH_FOUND
B,89,ext·wikidata,B,Snake Indian pursuing a Crow Indian horse thief（Alfred Jacob Miller，1851-01-01）,NO_MATCH_FOUND
B,92,ext·wikidata,B,Interior with couple making music（Jacob Ochtervelt，1678-01-01，油彩）,NO_MATCH_FOUND
B,99,ext·wikidata,B,Ready for the Ride（威廉·梅里特·蔡斯，1877-01-01，油彩）,NO_MATCH_FOUND
B,100,ext·wikidata,B,Louis XV as a Young Man  (1710-1774)（羅薩爾芭·卡列拉，1800-01-01，纸）,NO_MATCH_FOUND
B,101,ext·wikidata,B,画家的蜜月（第一代雷頓男爵弗雷德里克·雷頓，1864-01-01，油彩）,NO_MATCH_FOUND
B,108,ext·wikidata,B,Boston Harbor.（John Samuel Blunt，1835-01-01，油彩）,TITLE_TOO_GENERIC
B,109,ext·wikidata,B,"Devasano Pado ""Kalpasutra"" and ""Kalakacharya Katha""（http://www.wikidata.org/.well-known/ge",NO_MATCH_FOUND
B,111,ext·wikidata,B,Railroad Jubilee on Boston Common（William Sharp，1851-01-01，油彩）,NO_MATCH_FOUND
B,113,ext·wikidata,B,Pictorial carpet（http://www.wikidata.org/.well-known/genid/5400190b1edbcd6474dff51a07e4cf6,NO_MATCH_FOUND
B,115,ext·wikidata,B,Illustrated manuscript of the Balagopala Stuti by Bilvamangala Swami（http://www.wikidata.o,NO_MATCH_FOUND
B,119,ext·wikidata,B,The Scabbard-clash Scene of Fuwa Banzaemon and Nagoya Sanza Enacted by Popular Rabbits（Tak,NO_MATCH_FOUND
B,125,ext·wikidata,B,Embroidered panel（1300-01-01）,NO_MATCH_FOUND
B,127,ext·wikidata,B,Untitled（Joel Shapiro，1998-01-01，青铜）,TITLE_TOO_GENERIC
B,129,ext·wikidata,B,Walking Man（乔纳森·博罗夫斯基，2000-01-01，鋁）,NO_MATCH_FOUND
B,130,ext·wikidata,B,The Mystical Marriage of Saint Catherine（西恩納的巴爾纳，1340-01-01，tempera）,NO_MATCH_FOUND
B,132,ext·wikidata,B,"Benzaiten, the Goddess of Music and Good Fortune（土佐光起，1700-01-01）",NO_MATCH_FOUND
B,133,ext·wikidata,B,Madonna lactans（布拉曼蒂诺，1490-01-01，油彩）,NO_MATCH_FOUND
B,153,ext·wikidata,B,Madonna and Child with Archangel Gabriel（Simone Ferrucci，大理岩）,NO_MATCH_FOUND
B,154,ext·wikidata,B,Wallflower（保羅·克利，1922-01-01，硬筆）,NO_MATCH_FOUND
B,158,ext·wikidata,B,Captive barbarian（大理岩）,NO_MATCH_FOUND
B,160,ext·wikidata,B,Self-Portrait（Victorine Meurent，1876-01-01，油彩）,TITLE_TOO_GENERIC
B,164,ext·wikidata,B,Man at His Bath（古斯塔夫·卡耶博特，1884-01-01，油彩）,NO_MATCH_FOUND
B,176,ext·wikidata,B,Ingeborg in Green（愛德華·蒙克，1912-01-01，油彩）,NO_MATCH_FOUND
B,185,ext·wikidata,B,Cinderella（愛德華·伯恩-瓊斯，1863-01-01，纸）,NO_MATCH_FOUND
B,192,ext·wikidata,B,Still Life in an Architectural Setting（Jan Fyt，1645-01-01，油彩）,NO_MATCH_FOUND
B,193,ext·wikidata,B,Fraternal Love（威廉·阿道夫·布格罗，1851-01-01，油彩）,NO_MATCH_FOUND
B,199,ext·wikidata,B,In a Garden Restaurant（阿道夫·赫尔策尔，油彩）,NO_MATCH_FOUND
B,201,ext·wikidata,B,Peasants Carousing in a Tavern（阿德里安·布劳沃，1630-01-01，油彩）,NO_MATCH_FOUND
B,202,ext·wikidata,B,Cattle and Sheep in a River Landscape（阿德里安·范德费尔德，1663-01-01，油彩）,NO_MATCH_FOUND
B,205,ext·wikidata,B,Head of Diego（阿尔贝托·贾科梅蒂，1961-01-01，油彩）,NO_MATCH_FOUND
B,207,ext·wikidata,B,Portrait of a Young Man Writing（亚历山德罗·亚洛里，1562-01-01）,NO_MATCH_FOUND
B,224,ext·wikidata,B,Landscape in Southern France（安德烈·德兰，1922-01-01，油彩）,NO_MATCH_FOUND
B,225,ext·wikidata,B,Genevieve Taillade in an Orange Jacket（安德烈·德兰，1928-01-01，油彩）,NO_MATCH_FOUND
B,231,ext·wikidata,B,View through the Trees in the Park of Pierre Crozat（让-安东尼·华托，1715-01-01，油彩）,NO_MATCH_FOUND
B,235,ext·wikidata,B,Dead Girl（安东尼奥·洛佩斯·加西亚，1957-01-01，油彩）,NO_MATCH_FOUND
B,236,ext·wikidata,B,Sink and Mirror（安东尼奥·洛佩斯·加西亚，1967-01-01）,NO_MATCH_FOUND
B,244,ext·wikidata,B,Odysseus and Polyphemus（阿诺德·勃克林，1896-01-01，tempera）,NO_MATCH_FOUND
B,248,ext·wikidata,B,Rakan Riding on Various Animals (fusuma-e)（http://www.wikidata.org/.well-known/genid/1ed54,NO_MATCH_FOUND
B,249,ext·wikidata,B,Boat Near Sarushima Island At Miura（http://www.wikidata.org/.well-known/genid/e7c854f7d6a3,NO_MATCH_FOUND
B,250,ext·wikidata,B,Dante and Beatrice（阿里·謝弗，1851-01-01，油彩）,NO_MATCH_FOUND
B,251,ext·wikidata,B,Male Flower（Asger Jorn，1956-01-01，油彩）,NO_MATCH_FOUND
B,252,ext·wikidata,B,"Landscape at Le Cateau, France（奥古斯特·埃尔班，1921-01-01，油彩）",NO_MATCH_FOUND
B,253,ext·wikidata,B,Skating on a Frozen River（Barent Avercamp，1650-01-01）,NO_MATCH_FOUND
B,260,ext·wikidata,B,April 1957 (Celestial Blue)（本·尼科尔森，1957-01-01）,NO_MATCH_FOUND
B,264,ext·wikidata,B,Saint Cecilia（貝爾納多·卡瓦利諾，1645-01-01，油彩）,NO_MATCH_FOUND
B,269,ext·wikidata,B,White Flowers in a Bowl（貝瑟·莫里索，1885-01-01，油彩）,NO_MATCH_FOUND
B,270,ext·wikidata,B,Virgin and Child Enthroned with Saints Valerius and Vincent（Bonanat Zaortiga the Elder）,NO_MATCH_FOUND
B,271,ext·wikidata,B,Woman Holding Two Tablets (the Cumaean Sibyl?)（博尼法齐奥·韦罗内塞，油彩）,NO_MATCH_FOUND
B,272,ext·wikidata,B,Song of Orpheus 5（Bridget Riley，1978-01-01）,NO_MATCH_FOUND
B,282,ext·wikidata,B,David with the Head of Goliath（卡洛·多爾齊，1680-01-01，油彩）,NO_MATCH_FOUND
B,283,ext·wikidata,B,The Flagellation of Christ（卡洛·馬拉塔，油彩）,NO_MATCH_FOUND
B,286,ext·wikidata,B,Turkish Sentinel（Charles Bargue，1877-01-01）,NO_MATCH_FOUND
B,296,ext·wikidata,B,Apollo and the Muses on Mount Helicon（克洛德·洛兰，1680-01-01，油彩）,NO_MATCH_FOUND
B,297,ext·wikidata,B,Mill on a River（克洛德·洛兰，1631-01-01，油彩）,NO_MATCH_FOUND
B,314,ext·wikidata,B,Vanitas Still Life（Cornelis Norbertus Gijsbrechts，1650-01-01，油彩）,NO_MATCH_FOUND
B,317,ext·wikidata,B,The Procuress（迪爾克·范巴比倫，1622-01-01，油彩）,NO_MATCH_FOUND
B,328,ext·wikidata,B,Music Lesson（愛德華·馬奈，1870-01-01，油彩）,NO_MATCH_FOUND
B,329,ext·wikidata,B,Roses in a Glass Vase（爱德华·维亚尔，1919-01-01，油彩）,NO_MATCH_FOUND
B,330,ext·wikidata,B,Woman Sewing before a Garden Window（爱德华·维亚尔，1895-01-01）,NO_MATCH_FOUND
B,334,ext·wikidata,B,Mountain Landscape from Clavadel（恩斯特·路德维希·基希纳，1925-01-01，油彩）,NO_MATCH_FOUND
B,337,ext·wikidata,B,Portrait of a Woman（Étienne Dumonstier）,TITLE_TOO_GENERIC
B,338,ext·wikidata,B,Paul Verlaine（欧仁·卡里埃，1891-01-01）,NO_MATCH_FOUND
B,353,ext·wikidata,B,Bacchus and Ariadne（厄斯塔什·勒叙厄尔，1640-01-01，油彩）,NO_MATCH_FOUND
B,356,ext·wikidata,B,Dead Christ Mourned by Angels（Felice Riccio）,NO_MATCH_FOUND
B,380,ext·wikidata,B,"Mlle. Marguerite Catherine Haynault, later the Marquise de Montmelas in Turkish Costume（弗朗",NO_MATCH_FOUND
B,383,ext·wikidata,B,Landscape with Saint Jerome and the Lion（加斯帕德·杜格，1640-01-01，油彩）,NO_MATCH_FOUND
B,385,ext·wikidata,B,"Portrait of a Doge, probably Pasquale Malipiero（真蒂莱·贝利尼，1460-01-01，tempera）",NO_MATCH_FOUND
B,386,ext·wikidata,B,Lazarus（格奥尔格·巴泽利茨，1984-01-01，油彩）,NO_MATCH_FOUND
B,391,ext·wikidata,B,"Still Life with Peaches, Pears and Grapes（喬治·布拉克，1921-01-01，油彩）",NO_MATCH_FOUND
B,392,ext·wikidata,B,Still Life with Blue Plums and a Glass of Water（喬治·布拉克，1925-01-01，油彩）,NO_MATCH_FOUND
B,393,ext·wikidata,B,Profile of a Clown（乔治·鲁奥，1944-01-01）,NO_MATCH_FOUND
B,394,ext·wikidata,B,Portrait of a Woman（赫拉德·特博赫，1670-01-01，油彩）,TITLE_TOO_GENERIC
B,395,ext·wikidata,B,Vase（格哈德·里希特，1984-01-01，油彩）,NO_MATCH_FOUND
B,396,ext·wikidata,B,"50% undivided interest in ""Abstraktes Bild (825-7)""（格哈德·里希特，1995-01-01，油彩）",NO_MATCH_FOUND
B,408,ext·wikidata,B,Abraham Sacrificing His Son Isaac（詹巴蒂斯塔·皮托尼，1750-01-01，油彩）,NO_MATCH_FOUND
B,409,ext·wikidata,B,Still Life with Fruit and Dead Birds in a Landscape（喬萬尼·巴蒂斯塔·羅勃洛，1650-01-01，油彩）,NO_MATCH_FOUND
B,413,ext·wikidata,B,Madonna of Humility（乔凡尼·第·保禄，1442-01-01，tempera）,NO_MATCH_FOUND
B,417,ext·wikidata,B,Annunication; Crucifixion（Giuliano di Simone，1390-01-01）,NO_MATCH_FOUND
B,418,ext·wikidata,B,Woman Playing a Lute（克雷斯皮·朱瑟貝，1700-01-01，油彩）,NO_MATCH_FOUND
B,419,ext·wikidata,B,Virgin and Child Enthroned with Cardinal Alonso Borja (Borgia)（贡萨洛·佩雷斯）,NO_MATCH_FOUND
B,420,ext·wikidata,B,The Deposition of Christ（Goswin van der Weyden）,NO_MATCH_FOUND
B,423,ext·wikidata,B,Fruit Displayed on a Stand（古斯塔夫·卡耶博特，1881-01-01，油彩）,NO_MATCH_FOUND
B,432,ext·wikidata,B,Portrait of a Man Holding a Rosary（汉斯·沃汀格）,NO_MATCH_FOUND
B,433,ext·wikidata,B,Beech Wood（Harold Gilman，1916-01-01，油彩）,NO_MATCH_FOUND
B,435,ext·wikidata,B,Woman Seated at a Table (Vanitas)（Hendrik Gerritsz Pot，油彩）,NO_MATCH_FOUND
B,437,ext·wikidata,B,Boy Singing（Hendrick ter Brugghen，1627-01-01，油彩）,NO_MATCH_FOUND
B,438,ext·wikidata,B,Woman Seated in Bed（亨利·德·土魯斯-羅特列克，1897-01-01）,NO_MATCH_FOUND
B,439,ext·wikidata,B,Carmen Gaudin in the Artist's Studio（亨利·德·土魯斯-羅特列克，1888-01-01，油彩）,NO_MATCH_FOUND
B,447,ext·wikidata,B,Portrait of a Whitechapel Jew（亨利·高迪-布熱斯卡，1915-01-01，油彩）,NO_MATCH_FOUND
B,448,ext·wikidata,B,Lake of Geneva (Lac Leman)（亨利·盧梭）,NO_MATCH_FOUND
B,452,ext·wikidata,B,Schüttbild（赫尔曼·尼特西，1983-01-01）,NO_MATCH_FOUND
B,453,ext·wikidata,B,Landscape with Burning City（Herri met de Bles，1500-01-01，油彩）,NO_MATCH_FOUND
B,454,ext·wikidata,B,Marquis de Pastoret（德拉罗什，1829-01-01，油彩）,NO_MATCH_FOUND
B,455,ext·wikidata,B,Horsemen（奥诺雷·杜米埃，1855-01-01，油彩）,NO_MATCH_FOUND
B,456,ext·wikidata,B,Man on a Rope（奥诺雷·杜米埃，1858-01-01，油彩）,NO_MATCH_FOUND
B,457,ext·wikidata,B,Triumphant Advocate（奥诺雷·杜米埃，1847-01-01，油彩）,NO_MATCH_FOUND
B,462,ext·wikidata,B,Still Life with Grapes on a Platter（Isaak Soreau，油彩）,NO_MATCH_FOUND
B,463,ext·wikidata,B,Fishermen and their Families on the Shore of the Bay of Naples（伊万·康斯坦丁诺维奇·艾瓦佐夫斯基，1873-01-0,NO_MATCH_FOUND
B,464,ext·wikidata,B,Beautiful City of Sligo（杰克·巴特勒·叶芝，1952-01-01，油彩）,NO_MATCH_FOUND
B,465,ext·wikidata,B,"High Spring Tide, Cork（杰克·巴特勒·叶芝，1939-01-01，油彩）",NO_MATCH_FOUND
B,471,ext·wikidata,B,Portrait of a Prelate（Jacopino del Conte，1540-01-01，油彩）,NO_MATCH_FOUND
B,475,ext·wikidata,B,Story of Psyche（Jacopo da Sellaio，1490-01-01）,NO_MATCH_FOUND
B,480,ext·wikidata,B,Women of Paris: The Circus Lover（詹姆斯·迪索，1885-01-01，油彩）,NO_MATCH_FOUND
B,482,ext·wikidata,B,Portrait of a Boy holding a Basket of Fruit（Jan de Bray，1658-01-01，油彩）,NO_MATCH_FOUND
B,484,ext·wikidata,B,Breakfast Still Life with Glass and Metalwork（Jan Jansz den Uyl，1638-01-01，油彩）,NO_MATCH_FOUND
B,488,ext·wikidata,B,Vase of Flowers in a Niche（揚·范·惠瑟姆，1715-01-01，油彩）,NO_MATCH_FOUND
B,489,ext·wikidata,B,Christ Preaching on the Sea of Galilee（扬·范斯科雷尔，1524-01-01，油彩）,NO_MATCH_FOUND
B,490,ext·wikidata,B,Dead Birds and Hunting Equipment in a Landscape（Jan Weenix，油彩）,NO_MATCH_FOUND
B,491,ext·wikidata,B,Landscape with Gentlefolk and Gypsies（揚·威爾登斯，油彩）,NO_MATCH_FOUND
B,493,ext·wikidata,B,Bridge in the Mountains（阿尔芒德·基约曼，1898-01-01，油彩）,NO_MATCH_FOUND
B,494,ext·wikidata,B,Cavalry Charge（爱德华·德太耶，1902-01-01，油彩）,NO_MATCH_FOUND
B,495,ext·wikidata,B,Portrait of a Man（让-巴蒂斯特·佩罗诺，1747-01-01，油彩）,TITLE_TOO_GENERIC
B,554,ext·wikidata,B,Oasis（让-莱昂·热罗姆，1857-01-01，油彩）,NO_MATCH_FOUND
B,555,ext·wikidata,B,Black Panther Stalking a Herd of Deer（让-莱昂·热罗姆，1851-01-01，油彩）,NO_MATCH_FOUND
B,556,ext·wikidata,B,Entrance to the Park at Saint-Cloud（Jean-Victor Bertin，1800-01-01，油彩）,NO_MATCH_FOUND
B,558,ext·wikidata,B,Nuage et Oiseaux (Cloud and Birds)（胡安·米羅，1927-01-01，油彩）,NO_MATCH_FOUND
B,559,ext·wikidata,B,Katharina von Aragon（Joannes Corvus，1521-01-01，油彩）,NO_MATCH_FOUND
B,560,ext·wikidata,B,Lighthouse Walk at Biarritz（華金·索羅拉，1906-01-01，油彩）,NO_MATCH_FOUND
B,561,ext·wikidata,B,Harbor by Moonlight（约翰·戎金，1871-01-01，油彩）,NO_MATCH_FOUND
B,562,ext·wikidata,B,Samels Family（John Eckstein，1788-01-01，油彩）,NO_MATCH_FOUND
B,563,ext·wikidata,B,Rotterdam Harbor（Jan Hendrik van Mastenbroek，1907-01-01，油彩）,NO_MATCH_FOUND
B,572,ext·wikidata,B,Shobdon Folly: Romanesque Fragments（約翰·皮伯 (藝術家)，1952-01-01，油彩）,NO_MATCH_FOUND
B,573,ext·wikidata,B,Alexander Pope（喬納森·理查德森，1736-01-01，油彩）,NO_MATCH_FOUND
B,575,ext·wikidata,B,The Crucifixion（喬斯·凡·克里夫，1525-01-01，油彩）,TITLE_TOO_GENERIC
B,576,ext·wikidata,B,Henry Lillie Pierce（萊昂·博納，1895-01-01，油彩）,NO_MATCH_FOUND
B,577,ext·wikidata,B,Mary Sears (later Mrs. Francis Shaw)（萊昂·博納，1878-01-01，油彩）,NO_MATCH_FOUND
B,578,ext·wikidata,B,"View from the Terrace of a Villa at Niton, Isle of Wight, from Sketches by a Lady（约瑟夫·马洛德·",NO_MATCH_FOUND
B,579,ext·wikidata,B,Joseph-Marie Vien with Palette（约瑟夫·杜普莱西斯）,NO_MATCH_FOUND
B,585,ext·wikidata,B,Portrait of a Woman（戈弗雷內勒，1650-01-01，油彩）,TITLE_TOO_GENERIC
B,586,ext·wikidata,B,Woman with a Taper（朱尔·布勒东，1873-01-01，油彩）,NO_MATCH_FOUND
B,589,ext·wikidata,B,5 April 64（尤利乌斯·比西尔，1964-01-01）,NO_MATCH_FOUND
B,593,ext·wikidata,B,Portrait of a Woman and Her Son（尤斯圖斯·蘇斯特曼斯，1650-01-01，油彩）,NO_MATCH_FOUND
B,594,ext·wikidata,B,Hendrik van Halmale with his Horse and Groom（Jürgen Ovens，油彩）,NO_MATCH_FOUND
B,595,ext·wikidata,B,Willem Sandberg（卡雷尔·阿佩尔，1956-01-01，油彩）,NO_MATCH_FOUND
B,596,ext·wikidata,B,Men and Animals（卡雷尔·阿佩尔，1952-01-01）,NO_MATCH_FOUND
B,597,ext·wikidata,B,Temple of Antoninus and Faustina（Lancelot Théodore Turpin de Crissé，1808-01-01，油彩）,NO_MATCH_FOUND
B,598,ext·wikidata,B,Virgin Adoring the Sleeping Christ Child（拉维尼亚·丰塔纳，1607-01-01，油彩）,NO_MATCH_FOUND
B,600,ext·wikidata,B,Biccherna Cover: The Tribute Offering（Lippo Vanni，1364-01-01，木面板）,NO_MATCH_FOUND
B,601,ext·wikidata,B,Portrait of a Woman with a Pearl Necklace（洛倫索·科斯塔，1490-01-01，油彩）,NO_MATCH_FOUND
B,603,ext·wikidata,B,Carp Banners in Kyoto（Louis Dumoulin，1888-01-01，油彩）,NO_MATCH_FOUND
B,604,ext·wikidata,B,Young Woman Ironing（路易-利奥波德·布瓦伊，1800-01-01，油彩）,NO_MATCH_FOUND
B,614,ext·wikidata,B,Moses and the Israelites after the Miracle of Water from the Rock（卢卡斯·范·莱顿，1527-01-01，temp,NO_MATCH_FOUND
B,615,ext·wikidata,B,Susie（盧西安·弗洛伊德，1988-01-01，油彩）,NO_MATCH_FOUND
B,618,ext·wikidata,B,Friend of the Humble (Supper at Emmaus)（莱昂·奥古斯丁·莱尔米特，1892-01-01，油彩）,NO_MATCH_FOUND
B,619,ext·wikidata,B,Wheatfield (Noonday Rest)（莱昂·奥古斯丁·莱尔米特，1886-01-01，油彩）,NO_MATCH_FOUND
B,620,ext·wikidata,B,Virgin and Child Enthroned with Saints; Crucifixion; Coronation of the Virgin（Maestro Dadd,NO_MATCH_FOUND
B,621,ext·wikidata,B,Battle of Otumba（Manuel Rodríguez de Guzmán，油彩）,NO_MATCH_FOUND
B,624,ext·wikidata,B,Three Creole Women（瑪麗·羅蘭珊，1929-01-01，油彩）,NO_MATCH_FOUND
B,629,ext·wikidata,B,The Crucifixion and Scenes from the Life of Saint John the Baptist（Master of Saint Severin,NO_MATCH_FOUND
B,630,ext·wikidata,B,Christ on the Cross with the Virgin and Saint John the Evangelist（Master of the Blue Cruci,NO_MATCH_FOUND
B,634,ext·wikidata,B,Saint James the Great of Compostella（Master of the Saint Bartholomew Altarpiece，1500-01-01,NO_MATCH_FOUND
B,636,ext·wikidata,B,Boy and Girl Blowing Soap Bubbles（Matthijs Naiveu，1650-01-01，油彩）,NO_MATCH_FOUND
B,645,ext·wikidata,B,Barnyard Fowl and Peacocks（Melchior d'Hondecoeter，1665-01-01，油彩）,NO_MATCH_FOUND
B,646,ext·wikidata,B,The German（米凯尔·博伊曼斯，2002-01-01，油彩）,NO_MATCH_FOUND
B,647,ext·wikidata,B,Crucified Christ with the Virgin and Saint John the Evangelist（Naddo Ceccarelli）,NO_MATCH_FOUND
B,652,ext·wikidata,B,The Virgin Annunciate（Neroccio di Bartolomeo de' Landi）,NO_MATCH_FOUND
B,663,ext·wikidata,B,"François Armand de Gontaut, Duc de Biron（尼古拉·德拉吉利耶，1714-01-01，油彩）",NO_MATCH_FOUND
B,664,ext·wikidata,B,Rue Gauguet（尼古拉·德·斯塔埃尔，1949-01-01）,NO_MATCH_FOUND
B,667,ext·wikidata,B,The Death of Seneca（Noël Hallé，1750-01-01，油彩）,NO_MATCH_FOUND
B,668,ext·wikidata,B,VIO 1960（Olle Bærtling，1960-01-01，油彩）,NO_MATCH_FOUND
B,669,ext·wikidata,B,Saint Francis Supported by an Angel（奥拉齐奥·真蒂莱斯基，1600-01-01，油彩）,NO_MATCH_FOUND
B,670,ext·wikidata,B,Study for Film 4（奥斯卡·费钦格，1942-01-01）,NO_MATCH_FOUND
B,671,ext·wikidata,B,Double Portrait of Trudl（奥斯卡·柯克西卡，1931-01-01，油彩）,NO_MATCH_FOUND
B,672,ext·wikidata,B,Two Nudes (Lovers)（奥斯卡·柯克西卡，1913-01-01，油彩）,NO_MATCH_FOUND
B,673,ext·wikidata,B,Still Life with Snake and Lizard（奧托·馬爾斯尤斯·馮·世里克，1670-01-01，油彩）,NO_MATCH_FOUND
B,674,ext·wikidata,B,Rape of the Sabine Women（巴勃羅·畢卡索，1963-01-01，油彩）,NO_MATCH_FOUND
B,675,ext·wikidata,B,Stuffed Shirts (Les Plastrons)（巴勃羅·畢卡索，1900-01-01）,NO_MATCH_FOUND
B,683,ext·wikidata,B,Woman in Breton Costume Seated in a Meadow（Pascal Dagnan-Bouveret，1887-01-01，油彩）,NO_MATCH_FOUND
B,684,ext·wikidata,B,Sciography（帕特裏克·休斯，1995-01-01）,NO_MATCH_FOUND
B,685,ext·wikidata,B,View of Triel（Paul Guigou，1865-01-01）,NO_MATCH_FOUND
B,686,ext·wikidata,B,La Route tournante (Turn in the Road)（保罗·塞尚，1880-01-01，油彩）,NO_MATCH_FOUND
