seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
51,John Trumbull preparatory sketch for revolution scene,约翰·特朗布尔独立战争构图草稿,American Art Gallery,Oil Sketch,object,美国历史画构图草稿,1,8,4.5,5.5,5.5,7.5,0,7.5,8.5,5.5,7.400,6.240,B,B,,Core 6.240 落在 5.5–7.19,medium,特朗布尔与美国革命历史画传统关系重要，草稿能揭示历史叙事的创作过程，但未完成性和美国主流艺术语境限制了其现场冲击与本馆独特性。,组内唯一的美国历史画构图草稿，代表约翰·特朗布尔革命战争题材创作，因无同类对象分摊其独特性而取高D；但在PEM整体海事与亚洲外销叙事中补位价值中等。,
52,Martin Johnson Heade hummingbird small study,马丁·约翰逊·希德蜂鸟小稿,American Art Gallery,Oil Painting,object,美国花卉与鸟类题材油画,2,7.5,4.5,6.5,6.5,5.5,0,7.2,5.0,4.5,6.000,6.000,B,B,,Core 6.000 落在 5.5–7.19,medium,希德的蜂鸟与花卉题材具有鲜明个人风格和美国艺术史价值，但简介明确其为小幅次要作品，对PEM身份和历史叙事的贡献有限。,组内品质与艺术史地位居次，虽以蜂鸟与花卉题材具辨识度，但作为希德的小稿代表性和非重复性低于欧姬芙。,
53,Georgia O’Keeffe small floral painting,乔治亚·欧姬芙花卉小幅作品,American Art Gallery,Oil Painting,object,美国花卉与鸟类题材油画,2,8.5,5,6.5,7,6,0,8.5,7.5,5.5,7.600,6.635,B,B,,Core 6.635 落在 5.5–7.19,medium,欧姬芙是美国现代艺术的国家级重要艺术家，花卉主题易于形成视觉记忆；但此作尺寸不大，且并非PEM最具不可替代性的亚洲、海事或塞勒姆核心藏品。,组内品质与艺术史地位居首，欧姬芙的花卉语言最具典范性和独特性，能补充美国现代艺术叙事。,
54,Sam Maloof walnut rocking chair,萨姆·马卢夫胡桃木摇椅,American Decorative Arts,Wood Furniture,object,美国现代手工家具,1,7.5,5,7,7,6.5,0,8.0,8.5,5.5,7.650,6.590,A,B,变,Core 6.590 落在 5.5–7.19,medium,马卢夫摇椅是美国现代手工家具中的知名类型，木材、曲线和手工制作带来较强现场吸引力，但其本馆身份权重低于亚洲外销艺术和塞勒姆海事遗产。,组内唯一对象，作为美国现代手工家具的代表性名作品质突出且本组无重复，但对PEM核心海事与亚洲外销叙事的补位价值中等。,
55,J.O.J. Frost folk painting of Salem harbor,J.O.J.弗罗斯特塞勒姆港民间绘画,American Art Gallery,Oil Painting,object,塞勒姆地方历史绘画,1,6.5,7,6,7,7.5,0,6.5,9,8,7.550,6.880,A,B,变,Core 6.880 落在 5.5–7.19,medium,弗罗斯特以民间方式记录塞勒姆旧港，对本地港口记忆和PEM的塞勒姆贸易起源具有直接叙事价值，但艺术史地位和视觉精致度较为有限。,组内唯一的塞勒姆地方历史绘画，以民间艺术视角记录本馆所在城市的港口记忆，代表性最高且无同组重复。,
56,Salem witch‑trial period court document manuscript,塞勒姆猎巫审判时代法庭原始手稿,Phillips Library Display Case,Manuscript Paper,object,塞勒姆地方历史原始文献,1,8.5,8.5,4,7,9,0,9.2,9.5,8.8,9.210,7.746,B,A,变,Core 7.746 落在 7.2–8.49,medium,猎巫审判时期的原始法庭手稿是理解塞勒姆事件的第一手证据，虽纸本文物视觉冲击弱，却具有很高的地方身份、历史真实性和教育叙事价值。,组内唯一对象，作为塞勒姆猎巫审判时期的法庭原始手稿，具有最高的地方历史典范性与不可替代性，并补足本馆塞勒姆社会史叙事。,
57,Chinese export lacquer gaming table,中国外销漆木游戏桌,Asian Export Art Gallery,Lacquered Wood Furniture,object,亚洲外销家具,3,7.5,7.5,7,7,7.5,0,7.5,4,7,6.350,7.235,A,A,,Core 7.235 落在 7.2–8.49,medium,广州外销漆木游戏桌直接连接中国工艺、美国商人家庭和跨太平洋贸易，契合PEM的亚洲外销艺术核心；家具尺度与漆饰也提供较好的观赏吸引力。,组内代表性最低，虽体现中国外销家具与塞勒姆贸易背景，但游戏桌在同组中的形式重复度最高。,
58,Japanese export lacquer writing desk,日本外销漆木写字台,Asian Export Art Gallery,Lacquered Wood Furniture,object,亚洲外销家具,3,8,7.5,7.5,7,8,0,8,8.5,8,8.150,7.665,A,A,,Core 7.665 落在 7.2–8.49,medium,江户时代外销漆木写字台将日本工艺与西方书写需求结合，能具体解释跨文化定制和贸易交流，是PEM亚洲外销艺术身份中的有力代表。,组内代表性最高，江户时代漆艺与西式书写功能结合独特，兼具东亚外销艺术核心性与典范价值。,
59,Indian Vizagapatam ivory‑inlaid cabinet,印度维扎加帕塔姆嵌象牙柜子,Asian Export Art Gallery,Inlaid Wood Furniture,object,亚洲外销家具,3,7.5,7,8,7.5,7.5,0,7.5,6.5,8.5,7.400,7.440,A,A,,Core 7.440 落在 7.2–8.49,medium,维扎加帕塔姆嵌象牙柜以精细镶嵌和英属印度外销背景体现跨文化生产，视觉品质突出，并能补充PEM亚洲贸易与殖民交流叙事。,组内代表性居中，维扎加帕塔姆嵌象牙工艺和英属印度来源显著区别于两件东亚漆木家具，并补足南亚外销叙事。,
60,Korean Joseon textile official rank badge,朝鲜时代官阶补子,Korean Art Gallery,Embroidery Textile,object,东亚官服与身份标识织物,1,7.5,6.5,6,6.5,8,0,7.5,8.5,7.5,7.800,6.980,B,B,,Core 6.980 落在 5.5–7.19,high,朝鲜王朝官阶补子保存较好，能清楚说明官僚等级、服饰制度和身份象征；其文化教育价值较高，但尺寸和视觉冲击有限，且不如PEM亚洲外销与海事收藏具有全馆标志性。,组内唯一对象，作为朝鲜王朝官员身份与等级制度的代表性刺绣织物，非重复性最高。,
61,Hawaiian feather cape fragment,夏威夷羽毛斗篷残片,Oceanic Gallery,Feather‑Textile Fragment,object,夏威夷羽毛礼仪织物,1,8,7,4,6,7,0,8,9,8,8.300,6.730,B,B,,Core 6.730 落在 5.5–7.19,medium,夏威夷贵族羽毛斗篷残片具有稀缺性与礼仪文化价值，但残片形态显著削弱现场视觉冲击。,组内唯一对象，作为夏威夷贵族羽毛礼仪织物的残片具有最高且不可替代的代表性，补足大洋洲礼仪与身份叙事。,
62,Marquesan carved ceremonial adze,马克萨斯仪式石锛,Oceanic Gallery,Stone‑Wood Tool,object,大洋洲仪式石木工具,1,7,7,7,7,7,0,7.5,8.5,8.5,8.000,7.100,A,B,变,Core 7.100 落在 5.5–7.19,medium,马克萨斯仪式石锛兼具精致石刃、雕木柄与仪式用途，能较完整呈现大洋洲传统工艺和社会功能。,组内唯一的马克萨斯仪式石锛，兼具大洋洲仪式器物的代表性与本馆海洋文化叙事的补位价值，因无同组对象重复而给予较高D。,
63,Tonga carved wooden drinking bowl,汤加雕花祭祀木酒碗,Oceanic Gallery,Carved Wood Vessel,object,大洋洲仪式木雕器皿,1,6,6,6,6,7,0,7,9,8,7.800,6.330,B,B,,Core 6.330 落在 5.5–7.19,medium,汤加卡瓦饮用仪式中的雕花木碗具有明确的社会宗教语境，但同类器物的独特性和视觉尺度有限。,组内唯一的大洋洲仪式木雕器皿，作为汤加卡瓦仪式代表具有最高的类别独特性，并补足PEM大洋洲文化叙事。,
64,"New Britain mask, Melanesia",新不列颠美拉尼西亚仪式面具,Oceanic Gallery,Painted Wood Mask,object,美拉尼西亚仪式面具,1,7,8,8,8,7,0,7.5,9,8.5,8.150,7.665,A,A,,Core 7.665 落在 7.2–8.49,medium,新不列颠仪式面具造型戏剧性强，并与早期塞勒姆远洋航行及博物馆海洋收藏史形成直接联系。,组内唯一的美拉尼西亚仪式面具，形式与早期塞勒姆远洋航行背景使其代表性和叙事补位价值突出。,
65,19‑century Chinese export reverse‑glass painting,中国外销玻璃背面画,Asian Export Art Gallery,Reverse Glass Painting,object,中国外销玻璃背画,2,7,8,6,7,7,0,7,7,7,7.000,7.100,A,B,变,Core 7.100 落在 5.5–7.19,medium,清代中国外销玻璃背画直接体现广州外销艺术与中美贸易联系，是PEM亚洲外销艺术身份的重要类型。,组内品质与典范性较高，作为清代面向美国市场的外销玻璃背画代表，独特性明显高于另一件。,
66,Chinese export ivory puzzle ball,中国外销象牙套球,Asian Export Art Gallery,Carved Ivory,object,中国外销象牙雕,1,7,7,7,8,6,0,8,9,9,8.500,7.150,A,B,变,Core 7.150 落在 5.5–7.19,medium,广州多层象牙套球以复杂镂雕和机关结构带来强烈的工艺惊奇感，但作为外销奇趣品的历史叙事较集中。,组内唯一对象，作为典型广州外销象牙套球兼具高辨识度与PEM亚洲外销艺术叙事的独特补位价值。,
67,Edo period samurai yoroi partial armor set,江户武士盔甲套件残套,Japanese Art Gallery,Armor Mixed‑Media,object,日本武士甲胄,1,7,5,7,7,6,0,7,9,7,7.600,6.410,B,B,,Core 6.410 落在 5.5–7.19,medium,江户武士甲胄的漆饰与金属构件工艺良好且易于吸引游客，但残套状态限制完整性，且非PEM最核心身份资源。,组内唯一的日本武士甲胄，虽为江户时代残套且并非完整器物，但在本组中代表性最高、重复性最低，可补足日本武家与东亚军事文化叙事。,
68,Japanese ceramic tea‑ceremony bowl (chawan),日本茶道茶碗,Japanese Art Gallery,Glazed Ceramic,object,日本茶道陶瓷,1,6,5,6,6,7,0,7,7.5,7,7.150,6.015,B,B,,Core 6.015 落在 5.5–7.19,medium,江户高质量茶碗可有效说明茶道的器物规范与审美，但单件茶碗的稀缺性和现场冲击力通常有限。,组内唯一对象，作为江户时代高质量日本茶道茶碗具有代表性，但因未见名窑或特殊制式信息，独特性仍低于馆藏中的标志性单件。,
69,"Indian miniature painting, Rajput hunting scene",拉杰普特细密画狩猎图,Asian Export Art Gallery,Opaque Watercolor on Paper,object,印度拉杰普特细密画,1,6,4,6,6,6,0,6.5,8,6,6.850,5.585,B,B,,Core 5.585 落在 5.5–7.19,medium,拉杰普特宫廷狩猎细密画制作扎实并反映王室生活，但题材常见且与PEM核心海事及亚洲外销身份关联较弱。,组内唯一一件拉杰普特细密画，虽为典型宫廷狩猎题材而非罕见主题，但在本馆该类别中具有唯一代表性，并补充南亚艺术叙事。,
70,Persian Qajar painted tile panel,卡扎尔波斯彩绘瓷砖板,Islamic‑Asian Gallery,Glazed Ceramic Tile,object,卡扎尔波斯彩绘陶砖,1,6,5,7,6,6,0,7,8,7,7.300,6.030,B,B,,Core 6.030 落在 5.5–7.19,medium,卡扎尔时期具象彩绘陶砖板具有墙面装饰的空间感和时代特征，但其艺术史地位与PEM身份关联均属中等。,组内唯一对象，作为卡扎尔波斯彩绘陶砖的唯一代表，具有较高类别典范性与非重复性，并补充馆内伊斯兰—亚洲叙事。,
71,Nantucket whaling‑scene scrimshaw whalebone,楠塔基特捕鲸主题骨雕scrimshaw,Maritime Gallery,Engraved Whalebone,object,新英格兰捕鲸时期鲸骨雕,1,7,7,6,7,8,0,8,9,8,8.300,7.130,A,B,变,Core 7.130 落在 5.5–7.19,medium,捕鲸时期鲸骨雕同时连接新英格兰海事经济、船员文化与纪念品生产，是PEM海事叙事中易于理解的代表性物件。,组内唯一对象，作为典型的新英格兰捕鲸时期鲸骨雕，代表性与非重复性均最高；同时直接补足PEM以海事贸易为核心的馆史叙事。,
72,Ship‑model of Salem trading brig “Cleopatra”,塞勒姆双桅商船《克娄巴特拉》船模,Maritime Gallery,Wood Ship‑Model,object,塞勒姆海事船模,1,8,9,8,8,9,0,8,8,9,8.200,8.420,A,A,,Core 8.420 落在 7.2–8.49,medium,塞勒姆重要商船《克娄巴特拉》的完整索具船模将地方航运史、远洋贸易和PEM起源直接结合，兼具高叙事性与现场吸引力。,组内唯一对象，作为塞勒姆重要商船的完整帆装船模，代表性与非重复性高，并直接补足本馆远洋贸易与海事叙事。,
73,18th‑century American whale‑oil lamp,18世纪美式鲸油灯,American Decorative Arts,Metal‑Glass Household Object,object,美国新英格兰海事生活器物,1,6,7,5,6,7,0,7,8,9,7.700,6.420,B,B,,Core 6.420 落在 5.5–7.19,medium,原始新英格兰鲸油灯虽属日常器物，但能具体连接塞勒姆远洋贸易、捕鲸经济与早期家庭照明史。,组内唯一对象，作为新英格兰鲸油照明与海事日常生活的代表，具有较高的同类唯一性和叙事补位价值。,
74,Felix Beato photograph of Chinese city gate,费利斯·比托中国城门原版照片,Photography Gallery,Albumen Photograph,object,19世纪中国纪实摄影,4,7,6,6,6,7,0,7.5,3,7,6.050,6.355,A,B,变,Core 6.355 落在 5.5–7.19,medium,比托的19世纪中国城门照片兼具早期摄影史与中国建筑记录价值，但单幅建筑影像的现场冲击和本馆不可替代性有限。,组内末位：比托中国城门照片虽具早期建筑纪实价值，但与组内其他中国城市景观影像重复度最高，代表性与补位性相对有限。,
75,John Thomson photograph of Canton street scene,约翰·汤姆森广州街景原版照片,Photography Gallery,Albumen Photograph,object,19世纪中国纪实摄影,4,8,6,6,7,8,0,8.5,7,8.5,8.050,7.055,A,B,变,Core 7.055 落在 5.5–7.19,medium,汤姆森记录广州日常生活的早期照片具有重要的中国社会史与摄影史价值，叙事性强于一般风景影像。,组内第二：汤姆逊广州街景以日常生活记录见长，历史与纪实价值突出，但在本组中与其他广州城市景观摄影存在一定主题重合。,
76,Salem sampler needlework girl’s schoolwork,塞勒姆少女刺绣样本,American Decorative Arts,Needlework Textile,object,新英格兰女性针绣样本,1,6,7,6,6,7,0,6.5,8,5.5,6.750,6.475,B,B,,Core 6.475 落在 5.5–7.19,medium,塞勒姆少女制作的精美联邦时期刺绣样本能说明地方教育、女性手工与新英格兰社会生活，并强化本地馆藏语境。,组内唯一对象，作为塞勒姆地方女性针绣教育的代表具有较高独特性，但在本馆海事与亚洲外销艺术叙事中的补位价值属中等。,
77,Hawaiian wooden surfboard fragment,夏威夷古冲浪板残件,Oceanic Gallery,Carved Wood Fragment,object,大洋洲传统木制交通与运动器物,1,7,7,5,7,8,0,8,9,8,8.300,6.980,A,B,变,Core 6.980 落在 5.5–7.19,medium,稀有的前现代夏威夷冲浪板残件虽保存不完整，却能解释波利尼西亚海洋技术、运动文化与身份传统。,组内唯一对象，作为夏威夷传统冲浪文化的木制遗存，在大洋洲传统交通与运动器物中具有最高的类别代表性与非重复性，并补充PEM海洋文明叙事。,
78,Samoan fine woven ceremonial mat,萨摩亚仪式编织席,Oceanic Gallery,Plant‑Fiber Textile,object,大洋洲仪式编织席,1,8,8,7,8,8,0,8.5,9.5,8.5,8.800,7.930,A,A,,Core 7.930 落在 7.2–8.49,medium,萨摩亚高等级仪式赠礼席兼具精湛编织、社会等级和交换礼仪价值，是PEM大洋洲收藏身份的有力代表。,组内唯一对象，作为萨摩亚高等级仪式编织席在大洋洲仪式编织席类别中具有最高代表性，且补足PEM海洋文化叙事的重要一环。,
79,Joseon dynasty brass temple bell fragment,朝鲜王朝铜钟残件,Korean Art Gallery,Cast Brass,object,朝鲜王朝佛教金属器,1,7,6,5,6,7,0,6,8,7,6.800,6.280,B,B,,Core 6.280 落在 5.5–7.19,medium,朝鲜王朝佛教寺院铜钟残件具有宗教与铸造史意义，但残片形态削弱了视觉完整性和普通游客的直观吸引力。,组内唯一的朝鲜王朝佛教金属器，虽为铜钟残件而完整性受限，仍具较高的类别代表性与韩国产佛教金属器补位价值。,
